seg_id,surah,ayah,tafsir_id,query_index,query_text,prompt_tokens,completion_tokens,total_tokens
1329,At-Taubah,94,At-Taubah:94,1,Apa yang dilakukan orang munafik setelah Nabi kembali dari Perang Tabuk?,631,116,747
1329,At-Taubah,94,At-Taubah:94,2,Mengapa Nabi disuruh mengatakan tidak percaya lagi kepada mereka?,631,116,747
1329,At-Taubah,94,At-Taubah:94,3,Bagaimana Allah dan Rasul-Nya akan melihat perbuatan orang munafik?,631,116,747
1329,At-Taubah,94,At-Taubah:94,4,Siapa yang akan memberitahukan perbuatan mereka selama hidup di dunia?,631,116,747
1329,At-Taubah,94,At-Taubah:94,5,Kapan orang munafik akan dikembalikan kepada Allah?,631,116,747
1329,At-Taubah,94,At-Taubah:94,6,Apa alasan orang munafik sering berbohong menurut tafsir ini?,631,116,747
1330,At-Taubah,95,At-Taubah:95,1,Siapa yang bersumpah dengan nama Allah setelah Perang Tabuk?,576,126,702
1330,At-Taubah,95,At-Taubah:95,2,Mengapa mereka bersumpah palsu kepada Nabi?,576,126,702
1330,At-Taubah,95,At-Taubah:95,3,Apa yang diharapkan mereka dari sumpah palsu itu?,576,126,702
1330,At-Taubah,95,At-Taubah:95,4,Bagaimana seharusnya sikap terhadap orang-orang munafik?,576,126,702
1330,At-Taubah,95,At-Taubah:95,5,Mengapa mereka disebut berjiwa kotor?,576,126,702
1330,At-Taubah,95,At-Taubah:95,6,Apa balasan di akhirat bagi orang yang bersumpah palsu atas nama Allah?,576,126,702
1330,At-Taubah,95,At-Taubah:95,7,Apa maksud dari 'berpalinglah dari mereka' dalam konteks ini?,576,126,702
1331,At-Taubah,96,At-Taubah:96,1,Apa maksud dari orang-orang fasik dalam tafsir ini?,511,125,636
1331,At-Taubah,96,At-Taubah:96,2,Mengapa Allah tidak rida kepada orang-orang yang fasik?,511,125,636
1331,At-Taubah,96,At-Taubah:96,3,Bagaimana sikap yang seharusnya terhadap orang-orang yang bersumpah untuk bergabung kembali?,511,125,636
1331,At-Taubah,96,At-Taubah:96,4,Apa konsekuensi jika seseorang menerima mereka kembali meskipun Allah murka?,511,125,636
1331,At-Taubah,96,At-Taubah:96,5,Siapa yang dimaksud dengan 'mereka' dalam tafsir ini?,511,125,636
1331,At-Taubah,96,At-Taubah:96,6,Mengapa mereka bersumpah untuk diterima kembali?,511,125,636
1332,At-Taubah,97,At-Taubah:97,1,Apa yang dijelaskan tentang orang Arab Badui dalam tafsir ini?,564,112,676
1332,At-Taubah,97,At-Taubah:97,2,Mengapa orang Arab Badui dianggap kurang memahami hukum-hukum agama?,564,112,676
1332,At-Taubah,97,At-Taubah:97,3,Bagaimana kondisi kehidupan orang Arab Badui memengaruhi keimanan mereka?,564,112,676
1332,At-Taubah,97,At-Taubah:97,4,Siapa yang disebutkan sebagai sumber informasi ajaran agama dalam tafsir ini?,564,112,676
1332,At-Taubah,97,At-Taubah:97,5,Mengapa Allah dikatakan Maha Mengetahui dan Mahabijaksana terhadap orang Arab Badui?,564,112,676
1333,At-Taubah,98,At-Taubah:98,1,Apa yang dimaksud dengan orang-orang Arab Badui dalam tafsir ini?,583,93,676
1333,At-Taubah,98,At-Taubah:98,2,Mengapa mereka menganggap infak di jalan Allah sebagai kerugian?,583,93,676
1333,At-Taubah,98,At-Taubah:98,3,Bagaimana sikap mereka terhadap Nabi Muhammad dan umat Islam?,583,93,676
1333,At-Taubah,98,At-Taubah:98,4,Apa konsekuensi bagi mereka yang enggan membayar zakat?,583,93,676
1333,At-Taubah,98,At-Taubah:98,5,Bagaimana Allah menanggapi perkataan dan perbuatan mereka?,583,93,676
1334,At-Taubah,99,At-Taubah:99,1,Apa yang dilakukan orang Arab Badui yang beriman?,607,122,729
1334,At-Taubah,99,At-Taubah:99,2,Mengapa infak dianggap sebagai jalan mendekatkan diri kepada Allah?,607,122,729
1334,At-Taubah,99,At-Taubah:99,3,Bagaimana cara memelihara keimanan menurut tafsir ini?,607,122,729
1334,At-Taubah,99,At-Taubah:99,4,Siapa yang didoakan oleh Rasulullah?,607,122,729
1334,At-Taubah,99,At-Taubah:99,5,Kapan Allah akan memasukkan mereka ke dalam rahmat-Nya?,607,122,729
1334,At-Taubah,99,At-Taubah:99,6,Apa manfaat berinfak dengan ikhlas?,607,122,729
1334,At-Taubah,99,At-Taubah:99,7,Mengapa Allah disebut Maha Pengampun dan Maha Penyayang dalam konteks ini?,607,122,729
1335,At-Taubah,100,At-Taubah:100,1,Siapa yang termasuk dalam kelompok orang yang imannya sangat kuat menurut ayat tersebut?,674,122,796
1335,At-Taubah,100,At-Taubah:100,2,Apa yang dilakukan oleh kaum Muhajirin dan Ansar sehingga mendapat ridha Allah?,674,122,796
1335,At-Taubah,100,At-Taubah:100,3,Mengapa Allah menyediakan surga bagi orang-orang yang pertama masuk Islam?,674,122,796
1335,At-Taubah,100,At-Taubah:100,4,Bagaimana ciri-ciri orang yang mengikuti Muhajirin dan Ansar dengan baik?,674,122,796
1335,At-Taubah,100,At-Taubah:100,5,Apa yang dimaksud dengan 'kemenangan yang agung' dalam konteks ini?,674,122,796
1335,At-Taubah,100,At-Taubah:100,6,Kapan kelompok pertama ini mulai berperan dalam sejarah Islam?,674,122,796
1336,At-Taubah,101,At-Taubah:101,1,Siapa yang dimaksud dengan orang-orang munafik dalam tafsir ini?,621,138,759
1336,At-Taubah,101,At-Taubah:101,2,Mengapa Nabi Muhammad tidak mengetahui siapa orang-orang munafik tersebut?,621,138,759
1336,At-Taubah,101,At-Taubah:101,3,Bagaimana cara Allah menghukum orang-orang munafik menurut tafsir ini?,621,138,759
1336,At-Taubah,101,At-Taubah:101,4,Apa yang terjadi pada orang munafik saat malaikat mencabut nyawanya?,621,138,759
1336,At-Taubah,101,At-Taubah:101,5,Kapan hukuman pertama bagi orang munafik terjadi?,621,138,759
1336,At-Taubah,101,At-Taubah:101,6,Mengapa orang-orang munafik disebut sudah terbiasa licik dan berdusta?,621,138,759
1336,At-Taubah,101,At-Taubah:101,7,Di mana saja orang-orang munafik disebutkan berada dalam tafsir ini?,621,138,759
1337,At-Taubah,102,At-Taubah:102,1,Apa yang dimaksud dengan orang yang mencampuradukkan pekerjaan baik dan buruk dalam konteks tobat?,563,146,709
1337,At-Taubah,102,At-Taubah:102,2,Mengapa Allah mungkin menerima tobat meskipun seseorang masih berbuat jahat?,563,146,709
1337,At-Taubah,102,At-Taubah:102,3,Bagaimana cara bertobat dengan sungguh-sungguh agar diterima Allah?,563,146,709
1337,At-Taubah,102,At-Taubah:102,4,Siapa yang termasuk dalam golongan orang yang disebutkan dalam teks ini?,563,146,709
1337,At-Taubah,102,At-Taubah:102,5,Kapan tobat seseorang dianggap tidak diterima oleh Allah?,563,146,709
1337,At-Taubah,102,At-Taubah:102,6,Apa contoh perbuatan baik dan buruk yang bisa dicampuradukkan dalam kehidupan sehari-hari?,563,146,709
1338,At-Taubah,103,At-Taubah:103,1,Apa wujud tobat yang disebutkan dalam tafsir ini?,631,125,756
1338,At-Taubah,103,At-Taubah:103,2,Mengapa zakat bisa membersihkan jiwa dari kekikiran?,631,125,756
1338,At-Taubah,103,At-Taubah:103,3,Bagaimana doa Nabi Muhammad mempengaruhi ketenteraman jiwa orang yang bertobat?,631,125,756
1338,At-Taubah,103,At-Taubah:103,4,Siapa yang diperintahkan untuk mengambil zakat dalam ayat ini?,631,125,756
1338,At-Taubah,103,At-Taubah:103,5,Apa hubungan antara kecintaan pada harta dengan dosa menurut tafsir ini?,631,125,756
1338,At-Taubah,103,At-Taubah:103,6,Mengapa Allah dikatakan Maha Mendengar dan Maha Mengetahui dalam konteks tobat?,631,125,756
1339,At-Taubah,104,At-Taubah:104,1,Apa yang Allah terima dari hamba-hamba-Nya?,514,101,615
1339,At-Taubah,104,At-Taubah:104,2,Mengapa Allah disebut Maha Penerima tobat?,514,101,615
1339,At-Taubah,104,At-Taubah:104,3,Bagaimana cara bertobat yang tulus menurut teks ini?,514,101,615
1339,At-Taubah,104,At-Taubah:104,4,Siapa yang mendapat rahmat Allah dalam bertobat?,514,101,615
1339,At-Taubah,104,At-Taubah:104,5,Apa manfaat zakat menurut penjelasan ini?,514,101,615
1339,At-Taubah,104,At-Taubah:104,6,Mengapa Allah disebut Maha Penyayang dalam konteks tobat?,514,101,615
1340,At-Taubah,105,At-Taubah:105,1,Apa yang dimaksud dengan 'bekerjalah kamu' dalam tafsir ini?,566,133,699
1340,At-Taubah,105,At-Taubah:105,2,"Mengapa Allah, Rasul, dan orang mukmin disebutkan akan melihat pekerjaan kita?",566,133,699
1340,At-Taubah,105,At-Taubah:105,3,Bagaimana cara kita bekerja agar mendapat penghargaan dari Allah?,566,133,699
1340,At-Taubah,105,At-Taubah:105,4,Kapan kita akan dikembalikan kepada Allah dan diberitahu tentang amal kita?,566,133,699
1340,At-Taubah,105,At-Taubah:105,5,Apa yang akan diberitahukan Allah tentang pekerjaan kita di dunia?,566,133,699
1340,At-Taubah,105,At-Taubah:105,6,Siapa yang termasuk dalam 'orang-orang mukmin' yang menyaksikan pekerjaan kita?,566,133,699
1341,At-Taubah,106,At-Taubah:106,1,Apa yang dimaksud dengan kelompok yang ditangguhkan keputusannya?,542,132,674
1341,At-Taubah,106,At-Taubah:106,2,Mengapa Allah menangguhkan keputusan untuk beberapa orang?,542,132,674
1341,At-Taubah,106,At-Taubah:106,3,Bagaimana cara bertobat yang sungguh-sungguh menurut tafsir ini?,542,132,674
1341,At-Taubah,106,At-Taubah:106,4,Apa yang membedakan orang yang diakui dosanya dengan yang ditangguhkan?,542,132,674
1341,At-Taubah,106,At-Taubah:106,5,Kapan keputusan Allah akan ditetapkan untuk mereka yang ditangguhkan?,542,132,674
1341,At-Taubah,106,At-Taubah:106,6,Siapa yang mengetahui ketulusan tobat seseorang?,542,132,674
1341,At-Taubah,106,At-Taubah:106,7,Mengapa Allah disebut Mahabijaksana dalam keputusan-Nya?,542,132,674
1342,At-Taubah,107,At-Taubah:107,1,Apa saja kategori manusia yang disebutkan dalam tafsir ini?,676,132,808
1342,At-Taubah,107,At-Taubah:107,2,Mengapa orang munafik membangun masjid menurut tafsir ini?,676,132,808
1342,At-Taubah,107,At-Taubah:107,3,Bagaimana cara Allah mengetahui kebohongan sumpah orang munafik?,676,132,808
1342,At-Taubah,107,At-Taubah:107,4,Siapa yang dimaksud dengan 'orang-orang yang telah memerangi Allah dan Rasul-Nya'?,676,132,808
1342,At-Taubah,107,At-Taubah:107,5,Kapan tobat seseorang bisa diterima Allah?,676,132,808
1342,At-Taubah,107,At-Taubah:107,6,Apa tujuan orang munafik memecah belah orang beriman?,676,132,808
1342,At-Taubah,107,At-Taubah:107,7,Mengapa sebagian manusia menangguhkan tobatnya sampai ada keputusan Allah?,676,132,808
1343,At-Taubah,108,At-Taubah:108,1,Mengapa Nabi Muhammad dilarang salat di masjid yang dibangun orang munafik?,596,130,726
1343,At-Taubah,108,At-Taubah:108,2,Apa ciri-ciri masjid yang didirikan atas dasar takwa?,596,130,726
1343,At-Taubah,108,At-Taubah:108,3,Siapa yang disukai Allah menurut tafsir ini?,596,130,726
1343,At-Taubah,108,At-Taubah:108,4,Bagaimana cara membersihkan diri jasmani dan rohani?,596,130,726
1343,At-Taubah,108,At-Taubah:108,5,Kapan masjid yang pantas untuk salat itu mulai dibangun?,596,130,726
1343,At-Taubah,108,At-Taubah:108,6,Apa akibat dari membangun masjid dengan niat jahat?,596,130,726
1343,At-Taubah,108,At-Taubah:108,7,Mengapa Allah melarang kegiatan apa pun di masjid munafik?,596,130,726
1344,At-Taubah,109,At-Taubah:109,1,Apa perbedaan antara masjid yang dibangun Rasulullah dan masjid yang dibangun orang munafik?,596,145,741
1344,At-Taubah,109,At-Taubah:109,2,Mengapa bangunan yang didirikan atas dasar kedurhakaan diibaratkan seperti di tepi jurang?,596,145,741
1344,At-Taubah,109,At-Taubah:109,3,Bagaimana akhir riwayat orang-orang yang membangun masjid atas dasar takwa?,596,145,741
1344,At-Taubah,109,At-Taubah:109,4,Siapa yang dimaksud dengan orang-orang zalim dalam tafsir ini?,596,145,741
1344,At-Taubah,109,At-Taubah:109,5,Apa akibat bagi pembangun masjid yang didirikan atas dasar kedurhakaan?,596,145,741
1344,At-Taubah,109,At-Taubah:109,6,Mengapa Allah tidak memberi petunjuk kepada orang-orang zalim?,596,145,741
1345,At-Taubah,110,At-Taubah:110,1,Apa yang menyebabkan keraguan dalam hati orang-orang munafik?,511,101,612
1345,At-Taubah,110,At-Taubah:110,2,Mengapa bangunan yang mereka dirikan menjadi penyebab keraguan?,511,101,612
1345,At-Taubah,110,At-Taubah:110,3,Bagaimana kondisi hati mereka sampai akhir hayat?,511,101,612
1345,At-Taubah,110,At-Taubah:110,4,Kapan mereka tidak bisa bertobat lagi?,511,101,612
1345,At-Taubah,110,At-Taubah:110,5,Apa maksud dari 'hati mereka hancur' dalam tafsir ini?,511,101,612
1345,At-Taubah,110,At-Taubah:110,6,Bagaimana sifat Allah yang disebutkan dalam penjelasan ini?,511,101,612
1346,At-Taubah,111,At-Taubah:111,1,Apa yang terjadi pada orang yang membangun atas landasan kedurhakaan kepada Allah?,663,162,825
1346,At-Taubah,111,At-Taubah:111,2,Mengapa Allah memberikan perumpamaan jual beli dengan pejuang di jalan-Nya?,663,162,825
1346,At-Taubah,111,At-Taubah:111,3,Apa yang dibeli Allah dari orang-orang mukmin menurut tafsir ini?,663,162,825
1346,At-Taubah,111,At-Taubah:111,4,Bagaimana cara orang-orang mukmin berjuang di jalan Allah?,663,162,825
1346,At-Taubah,111,At-Taubah:111,5,Apa balasan yang dijanjikan Allah untuk mereka yang berjuang dengan harta dan jiwa?,663,162,825
1346,At-Taubah,111,At-Taubah:111,6,Di kitab mana saja janji masuk surga ini tertulis?,663,162,825
1346,At-Taubah,111,At-Taubah:111,7,Siapa yang paling menepati janji menurut penjelasan ini?,663,162,825
1346,At-Taubah,111,At-Taubah:111,8,Mengapa jual beli dengan Allah disebut sebagai kemenangan yang agung?,663,162,825
1347,At-Taubah,112,At-Taubah:112,1,Apa saja sifat-sifat orang yang beriman yang disebutkan dalam tafsir ini?,547,158,705
1347,At-Taubah,112,At-Taubah:112,2,Mengapa orang yang bertobat disebutkan sebagai bagian dari orang beriman?,547,158,705
1347,At-Taubah,112,At-Taubah:112,3,Bagaimana cara beribadah secara berkesinambungan seperti yang dimaksud?,547,158,705
1347,At-Taubah,112,At-Taubah:112,4,Apa yang dimaksud dengan 'menyuruh berbuat makruf dan mencegah dari yang mungkar'?,547,158,705
1347,At-Taubah,112,At-Taubah:112,5,Mengapa penting untuk memuji Allah sebagai rasa syukur?,547,158,705
1347,At-Taubah,112,At-Taubah:112,6,Siapa yang dimaksud dengan orang-orang yang mengembara untuk tujuan kebaikan?,547,158,705
1347,At-Taubah,112,At-Taubah:112,7,Bagaimana hubungan antara salat dengan sifat tunduk dan patuh kepada Allah?,547,158,705
1348,At-Taubah,113,At-Taubah:113,1,Apa yang tidak pantas dilakukan oleh nabi dan orang beriman terhadap orang musyrik?,542,133,675
1348,At-Taubah,113,At-Taubah:113,2,Mengapa nabi dan orang beriman tidak boleh memohonkan ampunan untuk orang musyrik?,542,133,675
1348,At-Taubah,113,At-Taubah:113,3,Bagaimana status orang musyrik yang sudah meninggal dalam kemusyrikan?,542,133,675
1348,At-Taubah,113,At-Taubah:113,4,Siapa yang termasuk dalam golongan orang musyrik yang disebutkan?,542,133,675
1348,At-Taubah,113,At-Taubah:113,5,Kapan larangan memohonkan ampunan untuk orang musyrik berlaku?,542,133,675
1348,At-Taubah,113,At-Taubah:113,6,Apa konsekuensi bagi orang musyrik yang meninggal dalam keadaan musyrik?,542,133,675
1349,At-Taubah,114,At-Taubah:114,1,Mengapa Nabi Ibrahim memohon ampunan untuk bapaknya yang berbeda agama?,581,130,711
1349,At-Taubah,114,At-Taubah:114,2,Apa yang menyebabkan Nabi Ibrahim akhirnya berlepas diri dari bapaknya?,581,130,711
1349,At-Taubah,114,At-Taubah:114,3,Bagaimana sifat Nabi Ibrahim digambarkan dalam tafsir ini?,581,130,711
1349,At-Taubah,114,At-Taubah:114,4,Kapan Nabi Ibrahim berhenti memohonkan ampunan untuk bapaknya?,581,130,711
1349,At-Taubah,114,At-Taubah:114,5,Apa janji yang diikrarkan Nabi Ibrahim kepada bapaknya?,581,130,711
1349,At-Taubah,114,At-Taubah:114,6,Mengapa Nabi Ibrahim merasa berat hati saat berlepas diri dari bapaknya?,581,130,711
1350,At-Taubah,115,At-Taubah:115,1,Apa yang dimaksud dengan 'kaum' dalam tafsir ini?,534,137,671
1350,At-Taubah,115,At-Taubah:115,2,Mengapa Allah tidak akan menyesatkan kaum yang sudah mendapat petunjuk?,534,137,671
1350,At-Taubah,115,At-Taubah:115,3,Bagaimana proses penjelasan hal yang harus dijauhi menurut tafsir ini?,534,137,671
1350,At-Taubah,115,At-Taubah:115,4,Apa konsekuensi jika seseorang melanggar setelah dijelaskan?,534,137,671
1350,At-Taubah,115,At-Taubah:115,5,Kapan hukuman dari Allah diberikan menurut penjelasan ini?,534,137,671
1350,At-Taubah,115,At-Taubah:115,6,Siapa yang bertanggung jawab menjelaskan hal-hal yang harus dijauhi?,534,137,671
1350,At-Taubah,115,At-Taubah:115,7,Mengapa Allah disebut Maha Mengetahui segala sesuatu dalam konteks ini?,534,137,671
1351,At-Taubah,116,At-Taubah:116,1,Apa yang dimaksud dengan kekuasaan Allah di langit dan bumi?,500,103,603
1351,At-Taubah,116,At-Taubah:116,2,Mengapa hanya Allah yang bisa menjadi pelindung dan penolong?,500,103,603
1351,At-Taubah,116,At-Taubah:116,3,Bagaimana Allah memelihara makhluk-Nya?,500,103,603
1351,At-Taubah,116,At-Taubah:116,4,Kapan ajal seseorang ditentukan oleh Allah?,500,103,603
1351,At-Taubah,116,At-Taubah:116,5,Siapa yang menciptakan segala sesuatu di alam semesta?,500,103,603
1351,At-Taubah,116,At-Taubah:116,6,Apa arti dari tidak ada yang bisa menghindarkan mudarat selain Allah?,500,103,603
1352,At-Taubah,117,At-Taubah:117,1,Apa wujud rahmat Allah yang dijelaskan dalam ayat ini?,587,103,690
1352,At-Taubah,117,At-Taubah:117,2,Siapa saja yang diterima tobatnya oleh Allah?,587,103,690
1352,At-Taubah,117,At-Taubah:117,3,Mengapa segolongan orang hampir berpaling dari kebenaran?,587,103,690
1352,At-Taubah,117,At-Taubah:117,4,Kapan peristiwa ini terjadi?,587,103,690
1352,At-Taubah,117,At-Taubah:117,5,Bagaimana kondisi saat Perang Tabuk berlangsung?,587,103,690
1352,At-Taubah,117,At-Taubah:117,6,Mengapa Allah disebut Maha Pengasih dan Penyayang dalam konteks ini?,587,103,690
1353,At-Taubah,118,At-Taubah:118,1,Siapa tiga orang yang disebutkan dalam teks ini?,607,106,713
1353,At-Taubah,118,At-Taubah:118,2,Mengapa mereka tidak diajak bicara oleh Rasulullah dan kaum muslimin?,607,106,713
1353,At-Taubah,118,At-Taubah:118,3,Kapan Allah menerima tobat mereka?,607,106,713
1353,At-Taubah,118,At-Taubah:118,4,Bagaimana perasaan mereka saat diasingkan?,607,106,713
1353,At-Taubah,118,At-Taubah:118,5,Apa yang membuat mereka yakin untuk kembali kepada Allah?,607,106,713
1353,At-Taubah,118,At-Taubah:118,6,Mengapa Allah disebut Maha Penerima tobat?,607,106,713
1353,At-Taubah,118,At-Taubah:118,7,Apa pelajaran yang bisa diambil dari kisah ini?,607,106,713
1354,At-Taubah,119,At-Taubah:119,1,Apa maksud dari Allah Maha Penerima tobat?,511,104,615
1354,At-Taubah,119,At-Taubah:119,2,Mengapa kita harus bertakwa kepada Allah dengan sungguh-sungguh?,511,104,615
1354,At-Taubah,119,At-Taubah:119,3,Bagaimana cara bertakwa kepada Allah dalam kehidupan sehari-hari?,511,104,615
1354,At-Taubah,119,At-Taubah:119,4,Siapa yang dimaksud dengan orang-orang yang benar?,511,104,615
1354,At-Taubah,119,At-Taubah:119,5,Mengapa penting untuk bersama dengan orang-orang yang benar?,511,104,615
1354,At-Taubah,119,At-Taubah:119,6,Apa contoh perilaku jujur dalam ucapan dan perbuatan?,511,104,615
1355,At-Taubah,120,At-Taubah:120,1,Apa yang dikecam dalam ayat ini?,684,156,840
1355,At-Taubah,120,At-Taubah:120,2,Mengapa tidak pantas bagi penduduk Madinah dan orang Arab Badui di sekitarnya untuk tidak ikut berperang?,684,156,840
1355,At-Taubah,120,At-Taubah:120,3,Bagaimana perbandingan antara mencintai diri sendiri dan mencintai Rasulullah menurut ayat ini?,684,156,840
1355,At-Taubah,120,At-Taubah:120,4,Apa saja kesulitan yang dialami oleh orang yang berjuang di jalan Allah?,684,156,840
1355,At-Taubah,120,At-Taubah:120,5,Mengapa setiap kesulitan dalam perjuangan akan dicatat sebagai amal kebajikan?,684,156,840
1355,At-Taubah,120,At-Taubah:120,6,Siapa yang mencatat amal kebajikan dari perjuangan tersebut?,684,156,840
1355,At-Taubah,120,At-Taubah:120,7,Apa janji Allah bagi orang-orang yang berbuat baik dalam perjuangan?,684,156,840
1356,At-Taubah,121,At-Taubah:121,1,Apa yang dimaksud dengan infak kecil dan besar dalam ayat ini?,501,127,628
1356,At-Taubah,121,At-Taubah:121,2,Mengapa perbuatan melintasi lembah dianggap sebagai amal kebajikan?,501,127,628
1356,At-Taubah,121,At-Taubah:121,3,Bagaimana Allah memberikan balasan yang lebih baik dari amal yang dilakukan?,501,127,628
1356,At-Taubah,121,At-Taubah:121,4,Apa saja contoh perbuatan yang termasuk dalam pengabdian kepada Allah?,501,127,628
1356,At-Taubah,121,At-Taubah:121,5,Apakah semua infak akan dicatat sebagai amal kebajikan?,501,127,628
1356,At-Taubah,121,At-Taubah:121,6,Mengapa balasan dari Allah bisa berlipat ganda?,501,127,628
1357,At-Taubah,122,At-Taubah:122,1,Apa pentingnya pembagian tugas kerja dalam kehidupan bersama menurut ayat ini?,580,125,705
1357,At-Taubah,122,At-Taubah:122,2,Mengapa tidak semua orang mukmin sepatutnya pergi ke medan perang?,580,125,705
1357,At-Taubah,122,At-Taubah:122,3,Bagaimana cara memperdalam pengetahuan agama menurut penjelasan ini?,580,125,705
1357,At-Taubah,122,At-Taubah:122,4,Siapa yang bertugas memberi peringatan dengan menyebarluaskan pengetahuan agama?,580,125,705
1357,At-Taubah,122,At-Taubah:122,5,Kapan pengetahuan agama ini penting untuk diterapkan?,580,125,705
1357,At-Taubah,122,At-Taubah:122,6,Apa tujuan dari memperdalam pengetahuan agama berdasarkan tafsir ini?,580,125,705
1357,At-Taubah,122,At-Taubah:122,7,Mengapa pengetahuan agama bisa membantu menjaga diri dari pelanggaran?,580,125,705
1358,At-Taubah,123,At-Taubah:123,1,Apa yang harus dilakukan ketika menghadapi orang kafir yang memerangi umat Islam?,560,131,691
1358,At-Taubah,123,At-Taubah:123,2,Mengapa kita harus menunjukkan sikap tegas dan semangat juang yang tinggi?,560,131,691
1358,At-Taubah,123,At-Taubah:123,3,Bagaimana cara menjaga semangat agar tidak putus asa atau menyerah?,560,131,691
1358,At-Taubah,123,At-Taubah:123,4,Siapa yang selalu bersama orang-orang yang bertakwa menurut penjelasan ini?,560,131,691
1358,At-Taubah,123,At-Taubah:123,5,Kapan kita diperintahkan untuk memerangi orang-orang kafir di sekitar kita?,560,131,691
1358,At-Taubah,123,At-Taubah:123,6,Apa hubungan antara memperdalam pengetahuan agama dengan menghadapi orang kafir?,560,131,691
1359,At-Taubah,124,At-Taubah:124,1,Apa perbedaan reaksi orang munafik dan orang beriman ketika mendengar bacaan Al-Qur'an?,593,150,743
1359,At-Taubah,124,At-Taubah:124,2,Mengapa orang munafik mengejek dengan pertanyaan siapa yang bertambah imannya?,593,150,743
1359,At-Taubah,124,At-Taubah:124,3,Bagaimana surah Al-Qur'an yang diturunkan memengaruhi iman orang beriman?,593,150,743
1359,At-Taubah,124,At-Taubah:124,4,Apa yang dirasakan orang beriman ketika mendengar ayat-ayat baru?,593,150,743
1359,At-Taubah,124,At-Taubah:124,5,Siapa yang dimaksud dengan 'orang-orang munafik' dalam konteks ini?,593,150,743
1359,At-Taubah,124,At-Taubah:124,6,Mengapa orang munafik tidak bertambah imannya meski mendengar Al-Qur'an?,593,150,743
1360,At-Taubah,125,At-Taubah:125,1,Apa yang dimaksud dengan penyakit batin dalam tafsir ini?,505,137,642
1360,At-Taubah,125,At-Taubah:125,2,Mengapa turunnya surah bisa menambah kekotoran rohani bagi orang yang hatinya sakit?,505,137,642
1360,At-Taubah,125,At-Taubah:125,3,Bagaimana kondisi orang yang mati dalam keadaan kafir menurut penjelasan ini?,505,137,642
1360,At-Taubah,125,At-Taubah:125,4,Siapa saja yang termasuk dalam kategori orang dengan penyakit batin?,505,137,642
1360,At-Taubah,125,At-Taubah:125,5,Apa contoh penyakit batin selain kekafiran dan kemunafikan?,505,137,642
1360,At-Taubah,125,At-Taubah:125,6,Mengapa keragu-raguan dianggap sebagai penyakit hati?,505,137,642
1360,At-Taubah,125,At-Taubah:125,7,Bagaimana cara mencegah penyakit batin agar tidak bertambah parah?,505,137,642
1361,At-Taubah,126,At-Taubah:126,1,"Apa maksud dari ujian penyakit, paceklik, dan bencana alam dalam konteks ini?",512,125,637
1361,At-Taubah,126,At-Taubah:126,2,Mengapa orang-orang munafik dan kafir tidak bertobat meski sering diuji?,512,125,637
1361,At-Taubah,126,At-Taubah:126,3,Bagaimana cara mengambil pelajaran dari ujian-ujian yang terjadi?,512,125,637
1361,At-Taubah,126,At-Taubah:126,4,Siapa yang dimaksud dengan orang-orang yang tidak pernah introspeksi?,512,125,637
1361,At-Taubah,126,At-Taubah:126,5,Mengapa ujian ini terjadi sekali atau dua kali setiap tahun?,512,125,637
1361,At-Taubah,126,At-Taubah:126,6,Apa akibatnya jika seseorang tidak belajar dari ujian yang dialami?,512,125,637
1362,At-Taubah,127,At-Taubah:127,1,Apa yang dilakukan orang munafik dan kafir saat turun surah Al-Qur'an yang mengungkap rahasia mereka?,599,138,737
1362,At-Taubah,127,At-Taubah:127,2,Mengapa mereka saling berpandangan dengan lirikan mata?,599,138,737
1362,At-Taubah,127,At-Taubah:127,3,Bagaimana sikap mereka terhadap kebenaran yang disampaikan Nabi?,599,138,737
1362,At-Taubah,127,At-Taubah:127,4,Siapa yang dimaksud dengan 'mereka' dalam tafsir ini?,599,138,737
1362,At-Taubah,127,At-Taubah:127,5,Mengapa Allah memalingkan hati mereka dari tuntunan?,599,138,737
1362,At-Taubah,127,At-Taubah:127,6,Kapan biasanya mereka meninggalkan majelis Nabi?,599,138,737
1362,At-Taubah,127,At-Taubah:127,7,Apa akibat dari perbuatan mengejek dengan perbuatan seperti itu?,599,138,737
1363,At-Taubah,128,At-Taubah:128,1,Siapa yang dimaksud dengan orang munafik dalam tafsir ini?,618,139,757
1363,At-Taubah,128,At-Taubah:128,2,Mengapa hati orang munafik dipalingkan dari kebenaran?,618,139,757
1363,At-Taubah,128,At-Taubah:128,3,Bagaimana sifat Nabi Muhammad yang disebutkan dalam tafsir ini?,618,139,757
1363,At-Taubah,128,At-Taubah:128,4,Apa yang sangat diinginkan Nabi Muhammad bagi umatnya?,618,139,757
1363,At-Taubah,128,At-Taubah:128,5,Mengapa Nabi Muhammad disebut sangat penyantun dan penyayang?,618,139,757
1363,At-Taubah,128,At-Taubah:128,6,Apa yang dimaksud dengan penderitaan lahir dan batin yang dirasakan Nabi Muhammad?,618,139,757
1363,At-Taubah,128,At-Taubah:128,7,Siapa yang ditujukan kebaikan dan keselamatan dari Nabi Muhammad menurut tafsir ini?,618,139,757
1364,At-Taubah,129,At-Taubah:129,1,Apa yang harus diucapkan jika ada orang yang berpaling dari ajaran Nabi Muhammad?,539,95,634
